Sales_Order #,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,,,
000261542,11/8/2021,8,November,2021,39,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261543,11/8/2021,8,November,2021,40,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261544,11/8/2021,8,November,2021,41,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261545,11/8/2021,8,November,2021,46,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261546,11/9/2021,9,November,2021,33,Young Adults (25-34),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261547,11/9/2021,9,November,2021,63,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261548,11/9/2021,9,November,2021,25,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261549,11/9/2021,9,November,2021,41,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261550,11/10/2021,10,November,2021,39,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261551,11/10/2021,10,November,2021,52,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261552,11/10/2021,10,November,2021,20,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261553,11/10/2021,10,November,2021,21,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261554,11/10/2021,10,November,2021,25,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261555,11/10/2021,10,November,2021,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261556,11/10/2021,10,November,2021,50,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261557,11/11/2021,11,November,2021,17,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-650 Red, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261558,11/11/2021,11,November,2021,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261559,11/11/2021,11,November,2021,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261560,11/11/2021,11,November,2021,22,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261561,11/11/2021,11,November,2021,30,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261562,11/11/2021,11,November,2021,39,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261563,11/11/2021,11,November,2021,22,Youth (<25),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261564,11/11/2021,11,November,2021,18,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261565,11/11/2021,11,November,2021,22,Youth (<25),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261566,11/11/2021,11,November,2021,24,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261567,11/11/2021,11,November,2021,39,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261568,11/12/2021,12,November,2021,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261569,11/12/2021,12,November,2021,24,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261570,11/12/2021,12,November,2021,22,Youth (<25),M,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261571,11/12/2021,12,November,2021,31,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261572,11/12/2021,12,November,2021,39,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261573,11/12/2021,12,November,2021,44,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261574,11/13/2021,13,November,2021,28,Young Adults (25-34),M,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261575,11/13/2021,13,November,2021,24,Youth (<25),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261576,11/13/2021,13,November,2021,29,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261577,11/13/2021,13,November,2021,60,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261578,11/14/2021,14,November,2021,19,Youth (<25),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-250 Black, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261579,11/14/2021,14,November,2021,23,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261580,11/14/2021,14,November,2021,22,Youth (<25),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261581,11/14/2021,14,November,2021,56,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261582,11/14/2021,14,November,2021,56,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261583,11/15/2021,15,November,2021,19,Youth (<25),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261584,11/15/2021,15,November,2021,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261585,11/15/2021,15,November,2021,40,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261586,11/16/2021,16,November,2021,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261587,11/16/2021,16,November,2021,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261588,11/16/2021,16,November,2021,20,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261589,11/16/2021,16,November,2021,20,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261590,11/16/2021,16,November,2021,23,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261591,11/16/2021,16,November,2021,25,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261592,11/16/2021,16,November,2021,33,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261593,11/16/2021,16,November,2021,41,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261594,11/17/2021,17,November,2021,26,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261595,11/17/2021,17,November,2021,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261596,11/17/2021,17,November,2021,21,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261597,11/17/2021,17,November,2021,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261598,11/17/2021,17,November,2021,34,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261599,11/17/2021,17,November,2021,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261600,11/18/2021,18,November,2021,17,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261601,11/18/2021,18,November,2021,17,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-650 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261602,11/18/2021,18,November,2021,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261603,11/18/2021,18,November,2021,23,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261604,11/18/2021,18,November,2021,25,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261605,11/18/2021,18,November,2021,27,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261606,11/18/2021,18,November,2021,49,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261607,11/19/2021,19,November,2021,33,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261608,11/19/2021,19,November,2021,30,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261609,11/19/2021,19,November,2021,44,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-650 Red, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261610,11/19/2021,19,November,2021,45,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261611,11/20/2021,20,November,2021,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261612,11/20/2021,20,November,2021,40,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261613,11/20/2021,20,November,2021,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261614,11/20/2021,20,November,2021,48,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261615,11/20/2021,20,November,2021,38,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261616,11/20/2021,20,November,2021,18,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261617,11/20/2021,20,November,2021,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261618,11/20/2021,20,November,2021,29,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261619,11/20/2021,20,November,2021,39,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261620,11/21/2021,21,November,2021,32,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 56",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261621,11/21/2021,21,November,2021,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261622,11/21/2021,21,November,2021,25,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261623,11/21/2021,21,November,2021,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261624,11/21/2021,21,November,2021,52,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261625,11/21/2021,21,November,2021,53,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261626,11/21/2021,21,November,2021,25,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261627,11/22/2021,22,November,2021,45,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261628,11/22/2021,22,November,2021,48,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261629,11/22/2021,22,November,2021,18,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261630,11/22/2021,22,November,2021,32,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261631,11/23/2021,23,November,2021,27,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261632,11/23/2021,23,November,2021,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261633,11/23/2021,23,November,2021,17,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261634,11/23/2021,23,November,2021,24,Youth (<25),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261635,11/23/2021,23,November,2021,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261636,11/24/2021,24,November,2021,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261637,11/24/2021,24,November,2021,34,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-150 Red, 62",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261638,11/24/2021,24,November,2021,28,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261639,11/24/2021,24,November,2021,37,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261640,11/24/2021,24,November,2021,23,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261641,11/24/2021,24,November,2021,23,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261642,11/24/2021,24,November,2021,33,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261643,11/24/2021,24,November,2021,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261644,11/24/2021,24,November,2021,46,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261645,11/24/2021,24,November,2021,48,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261646,11/25/2021,25,November,2021,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261647,11/25/2021,25,November,2021,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261648,11/25/2021,25,November,2021,29,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261649,11/25/2021,25,November,2021,19,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261650,11/25/2021,25,November,2021,22,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261651,11/25/2021,25,November,2021,29,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-650 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261652,11/25/2021,25,November,2021,42,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-650 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261653,11/25/2021,25,November,2021,46,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261654,11/26/2021,26,November,2021,27,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261655,11/26/2021,26,November,2021,29,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 52",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261656,11/26/2021,26,November,2021,17,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261657,11/26/2021,26,November,2021,36,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261658,11/26/2021,26,November,2021,41,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261659,11/26/2021,26,November,2021,61,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261660,11/27/2021,27,November,2021,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261661,11/27/2021,27,November,2021,26,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261662,11/27/2021,27,November,2021,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261663,11/27/2021,27,November,2021,39,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261664,11/27/2021,27,November,2021,56,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261665,11/27/2021,27,November,2021,24,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261666,11/27/2021,27,November,2021,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261667,11/27/2021,27,November,2021,29,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Red, 58",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261668,11/27/2021,27,November,2021,49,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261669,11/27/2021,27,November,2021,24,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261670,11/27/2021,27,November,2021,25,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261671,11/27/2021,27,November,2021,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261672,11/27/2021,27,November,2021,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261673,11/27/2021,27,November,2021,38,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-350-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261674,11/28/2021,28,November,2021,20,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261675,11/28/2021,28,November,2021,40,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261676,11/28/2021,28,November,2021,59,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261677,11/28/2021,28,November,2021,27,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
